Fecha,Unidad de negocio,No. Empleado,No. usuario,Proceso,Tipo de almacén,Area,Ubic.procedencia,Renglones,Piezas,Volumen m3,Volumen cm3,Peso,Codigos,Cajas,Tarimas,Folios,Tiempo,ID,Renglones por hora,Piezas por hora,Volumen m3 por hora,Codigos por hora,Cajas por hora,Tarimas por hora,Folios por hora,Peso por hora,Renglones Obtenido,Pieza Obtenido,Volumen m3 Obtenido,Codigos Obtenido,Cajas Obtenido,Tarimas Otenido,Folios Obtenido,RPV,Ponderacion
01/08/2023,RRRP,100546,AL100546,Salida de almacén,NC00,NCFA,NC,4,660,1.366582,1366582,141.6,,,,,0.426666667,RRRPSalida de almacénNC00NCNCFA,9.375,1546.875,3.202926562,0,0,0,0,331.875,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100729,AL100729,Salida de almacén,NC00,NCFA,NC,10,3622,2.121597476,2121597.476,811.143,,,,,1.270277778,RRRPSalida de almacénNC00NCNCFA,7.872293899,2851.34485,1.670183887,0,0,0,0,638.555609,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100673,AL100673,Salida de almacén,NC00,NCFA,NC,3,1092,0.68413022,684130.22,333.09,,,,,0.303333333,RRRPSalida de almacénNC00NCNCFA,9.89010989,3600,2.255374352,0,0,0,0,1098.098901,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,917356,AL917356,Salida de almacén,NC00,NCFA,NC,4,2388,2.08799864,2087998.64,747,,,,,0.468333333,RRRPSalida de almacénNC00NCNCFA,8.540925267,5098.932384,4.458360085,0,0,0,0,1595.017794,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100655,AL100655,Salida de almacén,NC00,NCFA,NC,10,2796,1.98774236,1987742.36,833.435,,,,,1.152222222,RRRPSalida de almacénNC00NCNCFA,8.678881389,2426.615236,1.725138017,0,0,0,0,723.328351,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100729,AL100729,Salida de almacén,NC00,NCFB,NC,12,1074,0.377094893,377094.893,119.856,,,,,0.496666667,RRRPSalida de almacénNC00NCNCFB,24.16107383,2162.416107,0.759251462,0,0,0,0,241.3208054,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100709,AL100709,Salida de almacén,NC00,NCFA,NC,5,1008,0.908512788,908512.788,214.896,,,,,0.6025,RRRPSalida de almacénNC00NCNCFA,8.298755187,1673.029046,1.507905042,0,0,0,0,356.6738589,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100480,AL100480,Salida de almacén,NC00,NCFB,NC,7,838,0.578047304,578047.304,109.148,,,,,0.192222222,RRRPSalida de almacénNC00NCNCFB,36.41618497,4359.537572,3.007182506,0,0,0,0,567.8219653,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100667,AL100667,Salida de almacén,NC00,NCFA,NC,1,150,0.038367,38367,4.92,,,,,0.231666667,RRRPSalida de almacénNC00NCNCFA,4.316546763,647.4820144,0.16561295,0,0,0,0,21.23741007,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100267,AL100267,Salida de almacén,NC00,NCFA,NC,5,2120,0.74330445,743304.45,273.604,,,,,0.792222222,RRRPSalida de almacénNC00NCNCFA,6.311360449,2676.01683,0.938252461,0,0,0,0,345.3626928,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100733,AL100733,Salida de almacén,NC00,NCFB,NC,11,556,0.410017677,410017.677,91.363,,,,,0.674722222,RRRPSalida de almacénNC00NCNCFB,16.30300535,824.042816,0.607683671,0,0,0,0,135.4083162,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100489,AL100489,Salida de almacén,NC00,NCFA,NC,5,1494,1.83154432,1831544.32,385.597,,,,,0.606666667,RRRPSalida de almacénNC00NCNCFA,8.241758242,2462.637363,3.019029099,0,0,0,0,635.5994505,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100348,AL100348,Salida de almacén,NC00,NCFA,NC,8,1872,2.277258582,2277258.582,912.368,,,,,0.996666667,RRRPSalida de almacénNC00NCNCFA,8.026755853,1878.26087,2.284874831,0,0,0,0,915.419398,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100743,AL100743,Salida de almacén,NC00,NCFA,NC,1,156,0.24213735,242137.35,134.095,,,,,0.094722222,RRRPSalida de almacénNC00NCNCFA,10.55718475,1646.920821,2.556288739,0,0,0,0,1415.665689,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100480,AL100480,Salida de almacén,NC00,NCFA,NC,9,2736,1.77876014,1778760.14,759.566,,,,,0.8825,RRRPSalida de almacénNC00NCNCFA,10.19830028,3100.283286,2.015592227,0,0,0,0,860.698017,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,917356,AL917356,Salida de almacén,NC00,NCFB,NC,16,1824,0.924632477,924632.477,127.461,,,,,0.425277778,RRRPSalida de almacénNC00NCNCFB,37.62246897,4288.961463,2.174184792,0,0,0,0,299.7123449,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100596,AL100596,Salida de almacén,NC00,NCFA,NC,12,2388,4.7833208,4783320.8,930.184,,,,,1.406944444,RRRPSalida de almacénNC00NCNCFA,8.529121422,1697.295163,3.399793658,0,0,0,0,661.13769,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100632,AL100632,Salida de almacén,NC00,NCFA,NC,14,2400,2.749424042,2749424.042,1046.946,,,,,1.341944444,RRRPSalida de almacénNC00NCNCFA,10.43262265,1788.449596,2.048835966,0,0,0,0,780.1708963,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100733,AL100733,Salida de almacén,NC00,NCFA,NC,9,1356,1.663535176,1663535.176,362.94,,,,,0.6025,RRRPSalida de almacénNC00NCNCFA,14.93775934,2250.622407,2.761054234,0,0,0,0,602.3900415,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100712,AL100712,Salida de almacén,NC00,NCFA,NC,12,1236,1.037868353,1037868.353,555.745,,,,,0.775277778,RRRPSalida de almacénNC00NCNCFA,15.47832318,1594.267288,1.338705149,0,0,0,0,716.833393,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100519,AL100519,Salida de almacén,NC00,NCFA,NC,7,1062,1.029109812,1029109.812,374.56,,,,,0.586666667,RRRPSalida de almacénNC00NCNCFA,11.93181818,1810.227273,1.754164452,0,0,0,0,638.4545455,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,JCONTRERAS3,JCONTRERAS3,Salida de almacén,NC00,NCFA,NC,9,2184,0.840807914,840807.914,274.178,,,,,0.017777778,RRRPSalida de almacénNC00NCNCFA,506.25,122850,47.29544516,0,0,0,0,15422.5125,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100708,AL100708,Salida de almacén,NC00,NCFB,NC,14,469,0.389440233,389440.233,61.14,,,,,0.475833333,RRRPSalida de almacénNC00NCNCFB,29.42206655,985.6392294,0.818438318,0,0,0,0,128.4903678,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100130,AL100130,Salida de almacén,NC00,NCFA,NC,3,564,0.8600472,860047.2,241.968,,,,,0.045277778,RRRPSalida de almacénNC00NCNCFA,66.25766871,12456.44172,18.99490748,0,0,0,0,5344.078528,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100740,AL100740,Salida de almacén,NC00,NCFA,NC,3,1362,0.85318344,853183.44,231.981,,,,,0.408888889,RRRPSalida de almacénNC00NCNCFA,7.336956522,3330.978261,2.086589935,0,0,0,0,567.344837,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100150,AL100150,Salida de almacén,NC00,NCFB,NC,13,226,0.140199075,140199.075,44.591,,,,,0.638055556,RRRPSalida de almacénNC00NCNCFB,20.37440139,354.2011319,0.219728633,0,0,0,0,69.88576404,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,917970,AL917970,Salida de almacén,NC00,NCFA,NC,2,1740,1.785020972,1785020.972,241.536,,,,,0.439166667,RRRPSalida de almacénNC00NCNCFA,4.554079696,3962.049336,4.064563883,0,0,0,0,549.9870968,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100587,AL100587,Salida de almacén,NC00,NCFB,NC,13,1596,0.837539996,837539.996,221.666,,,,,0.461666667,RRRPSalida de almacénNC00NCNCFB,28.15884477,3457.039711,1.814166056,0,0,0,0,480.1429603,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100713,AL100713,Salida de almacén,NC00,NCFA,NC,7,1512,1.84698016,1846980.16,427.183,,,,,0.945277778,RRRPSalida de almacénNC00NCNCFA,7.405230679,1599.529827,1.953902021,0,0,0,0,451.9126653,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100742,AL100742,Salida de almacén,NC00,NCFB,NC,1,8,0.0567,56700,41.424,,,,,0.026666667,RRRPSalida de almacénNC00NCNCFB,37.5,300,2.12625,0,0,0,0,1553.4,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100588,AL100588,Salida de almacén,NC00,NCFA,NC,14,4380,1.892109878,1892109.878,778.31,,,,,1.6375,RRRPSalida de almacénNC00NCNCFA,8.549618321,2674.80916,1.155486948,0,0,0,0,475.3038168,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100605,AL100605,Salida de almacén,NC00,NCFA,NC,6,2640,3.153142715,3153142.715,617.136,,,,,1.218888889,RRRPSalida de almacénNC00NCNCFA,4.922515953,2165.907019,2.586899219,0,0,0,0,506.3103008,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100722,AL100722,Salida de almacén,NC00,NCFA,NC,10,4502,2.634998368,2634998.368,521.378,,,,,0.680277778,RRRPSalida de almacénNC00NCNCFA,14.6998775,6617.884851,3.873415322,0,0,0,0,766.4192732,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100717,AL100717,Salida de almacén,NC00,NCFA,NC,13,3109,2.570202264,2570202.264,489.771,,,,,1.359166667,RRRPSalida de almacénNC00NCNCFA,9.564684243,2287.431024,1.891013315,0,0,0,0,360.3465359,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100577,AL100577,Salida de almacén,NC00,NCFA,NC,9,2831,2.05875634,2058756.34,804.024,,,,,0.86,RRRPSalida de almacénNC00NCNCFA,10.46511628,3291.860465,2.393902721,0,0,0,0,934.9116279,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100742,AL100742,Salida de almacén,NC00,NCFA,NC,5,720,0.64792115,647921.15,102.323,,,,,0.512777778,RRRPSalida de almacénNC00NCNCFA,9.750812568,1404.11701,1.263551538,0,0,0,0,199.5464789,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,918824,AL918824,Salida de almacén,NC00,NCFA,NC,6,1638,1.068342735,1068342.735,363.516,,,,,0.466388889,RRRPSalida de almacénNC00NCNCFA,12.86480048,3512.09053,2.290669354,0,0,0,0,779.4268017,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100584,AL100584,Salida de almacén,NC00,NCFA,NC,4,828,1.06146756,1061467.56,131.3,,,,,0.452777778,RRRPSalida de almacénNC00NCNCFA,8.834355828,1828.711656,2.344345531,0,0,0,0,289.9877301,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100748,AL100748,Salida de almacén,NC00,NCFA,NC,4,778,1.46956788,1469567.88,182.88,,,,,0.367222222,RRRPSalida de almacénNC00NCNCFA,10.89258699,2118.608169,4.001848992,0,0,0,0,498.0090772,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100618,AL100618,Salida de almacén,NC00,NCFA,NC,8,2904,3.0291407,3029140.7,951.648,,,,,0.8225,RRRPSalida de almacénNC00NCNCFA,9.726443769,3530.699088,3.682845836,0,0,0,0,1157.018845,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100669,AL100669,Salida de almacén,NC00,NCFA,NC,6,1932,1.4383157,1438315.7,389.287,,,,,1.035833333,RRRPSalida de almacénNC00NCNCFA,5.792437651,1865.164924,1.388559002,0,0,0,0,375.8201126,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100669,AL100669,Salida de almacén,NC00,NCFB,NC,6,495,0.132740075,132740.075,39.933,,,,,0.219166667,RRRPSalida de almacénNC00NCNCFB,27.37642586,2258.555133,0.605658137,0,0,0,0,182.2038023,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100677,AL100677,Salida de almacén,NC00,NCFB,NC,14,3109,1.749820241,1749820.241,367.699,,,,,0.89,RRRPSalida de almacénNC00NCNCFB,15.73033708,3493.258427,1.966090158,0,0,0,0,413.1449438,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,907009,AL907009,Salida de almacén,NC00,NCFA,NC,9,5299,3.201875736,3201875.736,849.509,,,,,0.978055556,RRRPSalida de almacénNC00NCNCFA,9.20193127,5417.892644,3.273715606,0,0,0,0,868.5692701,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100596,AL100596,Salida de almacén,NC00,NCFB,NC,21,1734,1.758844209,1758844.209,373.633,,,,,0.828055556,RRRPSalida de almacénNC00NCNCFB,25.36061724,2094.062395,2.124065465,0,0,0,0,451.2173096,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100677,AL100677,Salida de almacén,NC00,NCFA,NC,8,2004,1.08194722,1081947.22,314.506,,,,,0.635,RRRPSalida de almacénNC00NCNCFA,12.5984252,3155.905512,1.70385389,0,0,0,0,495.2850394,0,0,0,0,0,0,0,0,0
01/08/2023,RRRP,100304,AL100304,Salida de almacén,NC00,NCFA,NC,12,1438,47.51802909,47518029.09,705.69,,,,,0.975833333,RRRPSalida de almacénNC00NCNCFA,12.2971819,1473.612297,48.69482059,0,0,0,0,723.1665243,0,0,0,0,0,0,0,0,0
