Fecha,Unidad de negocio,No. Empleado,No. usuario,Proceso,Tipo de almacén,Area,Ubic.procedencia,Renglones,Piezas,Volumen m3,Volumen cm3,Peso,Codigos,Cajas,Tarimas,Folios,Tiempo,ID
07/08/2023,RRRP,ESANCHEZ3,ESANCHEZ3,Salida de almacén,NPN0,NPNR,NA,33,26,0.0093717,9371.7,3.484,,,,,0.061666667,RRRPSalida de almacénNPN0NANPNR
07/08/2023,RRRP,JSOSA1,JSOSA1,Salida de almacén,NPN0,NPNR,NA,5,0,0,0,0,,,,,0.036111111,RRRPSalida de almacénNPN0NANPNR
07/08/2023,RRRP,JCONTRERAS3,JCONTRERAS3,Salida de almacén,NPN0,NPNR,NA,1,0,0,0,0,,,,,0.001388889,RRRPSalida de almacénNPN0NANPNR
07/08/2023,RRRP,100461,AL100461,Salida de almacén,NPN0,NPNR,NA,8,446,0.101585014,101585.014,45.88,,,,,0.285833333,RRRPSalida de almacénNPN0NANPNR
07/08/2023,RRRP,907945,AL907945,Salida de almacén,NPN0,NPNR,NA,28,930,0.31601684,316016.84,110.167,,,,,0.979722222,RRRPSalida de almacénNPN0NANPNR
07/08/2023,RRRP,100724,AL100724,Salida de almacén,NPN0,NPNR,NA,6,959,0.054403202,54403.202,33.437,,,,,0.280833333,RRRPSalida de almacénNPN0NANPNR
07/08/2023,RRRP,100735,AL100735,Salida de almacén,NPN0,NPNR,NA,3,62,0.02039355,20393.55,4.785,,,,,0.384722222,RRRPSalida de almacénNPN0NANPNR
07/08/2023,RRRP,100743,AL100743,Salida de almacén,NPN0,NPNR,NA,17,305,0.109944325,109944.325,37.19,,,,,0.779722222,RRRPSalida de almacénNPN0NANPNR
07/08/2023,RRRP,100691,AL100691,Salida de almacén,NPN1,NPNF,FA,23,1120,0.137662485,137662.485,41.854,,,,,1.233888889,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,918777,AL918777,Salida de almacén,NPN1,NPNF,FA,18,745,0.091347399,91347.399,16.08,,,,,0.531666667,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100699,AL100699,Salida de almacén,NPN1,NPNF,FA,23,1494,0.240765765,240765.765,50.122,,,,,1.0975,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100735,AL100735,Salida de almacén,NPN1,NPNF,FA,22,721,0.097093389,97093.389,17.794,,,,,1.06,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100505,AL100505,Salida de almacén,NPN1,NPNF,FA,23,2286,0.316752118,316752.118,30.286,,,,,0.778888889,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100271,AL100271,Salida de almacén,NPN1,NPNF,FA,25,1946,0.27410272,274102.72,39.56,,,,,1.038333333,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,910139,AL910139,Salida de almacén,NPN1,NPNF,FA,1,1,0.000354,354,0.05,,,,,0.08,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,917970,AL917970,Salida de almacén,NPN1,NPNF,FA,4,582,0.1197336,119733.6,23.434,,,,,0.610555556,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100778,AL100778,Salida de almacén,NPN1,NPNF,FA,2,90,0.0355725,35572.5,5.94,,,,,0.175833333,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100528,AL100528,Salida de almacén,NPN1,NPNF,FA,1,37,0.0063825,6382.5,0.555,,,,,0.254444444,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100757,AL100757,Salida de almacén,NPN1,NPNF,FA,21,850,0.201216689,201216.689,53.729,,,,,0.660277778,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100706,AL100706,Salida de almacén,NPN1,NPNF,FA,26,1360,0.199383974,199383.974,38.473,,,,,1.055,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100560,AL100560,Salida de almacén,NPN1,NPNF,FA,30,2023,0.307882459,307882.459,50.595,,,,,0.942777778,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,916486,AL916486,Salida de almacén,NPN1,NPNF,FA,28,1149,0.209513814,209513.814,39.362,,,,,1.070277778,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100637,AL100637,Salida de almacén,NPN1,NPNF,FA,32,1122,0.213374658,213374.658,55.714,,,,,1.507222222,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100490,AL100490,Salida de almacén,NPN1,NPNF,FA,29,1119,0.16741998,167419.98,32.032,,,,,1.131666667,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100584,AL100584,Salida de almacén,NPN1,NPNF,FA,18,379,0.068849131,68849.131,12.183,,,,,0.508055556,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100752,AL100752,Salida de almacén,NPN1,NPNF,FA,22,776,0.094017194,94017.194,17.317,,,,,1.008055556,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100527,AL100527,Salida de almacén,NPN1,NPNF,FA,51,3003,0.544780955,544780.955,86.288,,,,,1.496666667,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100596,AL100596,Salida de almacén,NPN1,NPNF,FA,16,614,0.1002663,100266.3,15.288,,,,,0.649166667,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100713,AL100713,Salida de almacén,NPN1,NPNF,FA,17,671,0.120156648,120156.648,33.66,,,,,0.749722222,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100748,AL100748,Salida de almacén,NPN1,NPNF,FA,20,425,0.069094736,69094.736,22.666,,,,,0.651944444,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100742,AL100742,Salida de almacén,NPN1,NPNF,FA,26,1738,0.266273498,266273.498,62.923,,,,,1.043888889,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100693,AL100693,Salida de almacén,NPN1,NPNF,FA,15,925,0.10323292,103232.92,18.935,,,,,0.721388889,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100183,AL100183,Salida de almacén,NPN1,NPNF,FA,17,547,0.117212171,117212.171,42.707,,,,,0.516111111,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100588,AL100588,Salida de almacén,NPN1,NPNF,FA,18,603,0.105353986,105353.986,17.697,,,,,1.343888889,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100164,AL100164,Salida de almacén,NPN1,NPNF,FA,10,647,0.091559937,91559.937,13.75,,,,,0.864722222,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100724,AL100724,Salida de almacén,NPN1,NPNF,FA,11,908,0.119108778,119108.778,24.356,,,,,0.555,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100028,AL100028,Salida de almacén,NPN1,NPNF,FA,91,5118,0.947754303,947754.303,250.021,,,,,1.982222222,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,JCONTRERAS3,JCONTRERAS3,Salida de almacén,NPN1,NPNF,BR,24,912,0.5765376,576537.6,72.768,,,,,0.081111111,RRRPSalida de almacénNPN1BRNPNF
07/08/2023,RRRP,100188,AL100188,Salida de almacén,NPN1,NPNF,FA,51,2364,0.42837088,428370.88,82.64,,,,,0.945555556,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100075,AL100075,Salida de almacén,NPN1,NPNF,FA,43,1237,0.408829882,408829.882,46.74,,,,,1.120833333,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,ESANCHEZ3,ESANCHEZ3,Salida de almacén,NPN1,NPNF,BR,90,0,0,0,0,,,,,0.119722222,RRRPSalida de almacénNPN1BRNPNF
07/08/2023,RRRP,100709,AL100709,Salida de almacén,NPN1,NPNF,FA,10,297,0.049232001,49232.001,8.952,,,,,0.648333333,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,JSOSA1,JSOSA1,Salida de almacén,NPN1,NPNF,BR,61,0,0,0,0,,,,,0.121666667,RRRPSalida de almacénNPN1BRNPNF
07/08/2023,RRRP,100646,AL100646,Salida de almacén,NPN1,NPNF,FA,11,220,0.039106232,39106.232,6.518,,,,,0.783333333,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100717,AL100717,Salida de almacén,NPN1,NPNF,FA,26,1808,0.376971623,376971.623,78.51,,,,,0.909166667,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,918411,AL918411,Salida de almacén,NPN1,NPNF,FA,37,1592,0.213685001,213685.001,39.052,,,,,0.665277778,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100254,AL100254,Salida de almacén,NPN1,NPNF,FA,6,435,0.064184,64184,9.798,,,,,0.349166667,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100708,AL100708,Salida de almacén,NPN1,NPNF,FA,31,1464,0.219946578,219946.578,51.807,,,,,1.038055556,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,918824,AL918824,Salida de almacén,NPN1,NPNF,FA,24,1861,0.383374276,383374.276,87.709,,,,,0.758333333,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,JSOSA1,JSOSA1,Salida de almacén,NPN1,NPNF,FA,92,0,0,0,0,,,,,0.166111111,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100621,AL100621,Salida de almacén,NPN1,NPNF,FA,29,1752,0.302057354,302057.354,101.329,,,,,1.177777778,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100705,AL100705,Salida de almacén,NPN1,NPNF,FA,17,591,0.113055002,113055.002,17.791,,,,,0.619722222,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100130,AL100130,Salida de almacén,NPN1,NPNF,FA,4,602,0.116262936,116262.936,41.623,,,,,0.01,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100348,AL100348,Salida de almacén,NPN1,NPNF,FA,17,1388,0.187430774,187430.774,36.646,,,,,1.379444444,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,916738,AL916738,Salida de almacén,NPN1,NPNF,FA,26,1105,0.156201637,156201.637,32.369,,,,,0.808888889,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,JCONTRERAS3,JCONTRERAS3,Salida de almacén,NPN1,NPNF,FA,3,331,0.06038505,60385.05,18.55,,,,,0.009166667,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,788760,AL788760,Salida de almacén,NPN1,NPNF,FA,42,1740,0.431849041,431849.041,108.976,,,,,1.081666667,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100690,AL100690,Salida de almacén,NPN1,NPNF,FA,28,1006,0.139810057,139810.057,40.772,,,,,0.7275,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,917403,AL917403,Salida de almacén,NPN1,NPNF,FA,25,1033,0.233165078,233165.078,76.433,,,,,1.179166667,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100127,AL100127,Salida de almacén,NPN1,NPNF,FA,37,897,0.123923205,123923.205,24.957,,,,,1.224444444,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,917356,AL917356,Salida de almacén,NPN1,NPNF,FA,12,472,0.097307422,97307.422,23.479,,,,,0.524166667,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100546,AL100546,Salida de almacén,NPN1,NPNF,FA,22,1892,0.207068144,207068.144,58.086,,,,,1.188611111,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100692,AL100692,Salida de almacén,NPN1,NPNF,FA,4,322,0.0768229,76822.9,32.458,,,,,0.014722222,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100628,AL100628,Salida de almacén,NPN1,NPNF,FA,12,476,0.108760677,108760.677,29.337,,,,,0.634444444,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100774,AL100774,Salida de almacén,NPN1,NPNF,FA,9,634,0.115270267,115270.267,32.415,,,,,0.7025,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100740,AL100740,Salida de almacén,NPN1,NPNF,FA,4,21,0.00463462,4634.62,0.697,,,,,0.113055556,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100680,AL100680,Salida de almacén,NPN1,NPNF,FA,1,6,0.000827658,827.658,0.276,,,,,0.092777778,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100751,AL100751,Salida de almacén,NPN1,NPNF,FA,28,1439,0.200778695,200778.695,43.622,,,,,1.186944444,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100355,AL100355,Salida de almacén,NPN1,NPNF,FA,18,682,0.112283303,112283.303,33.89,,,,,0.753888889,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100480,AL100480,Salida de almacén,NPN1,NPNF,FA,3,10,0.001424703,1424.703,0.276,,,,,0.128333333,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100605,AL100605,Salida de almacén,NPN1,NPNF,FA,18,664,0.098001301,98001.301,16.296,,,,,0.860833333,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100749,AL100749,Salida de almacén,NPN1,NPNF,FA,1,14,0.00160244,1602.44,0.043,,,,,0.070833333,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100601,AL100601,Salida de almacén,NPN1,NPNF,FA,4,183,0.046411812,46411.812,14.832,,,,,0.242222222,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100582,AL100582,Salida de almacén,NPN1,NPNF,FA,22,934,0.119129128,119129.128,15.932,,,,,0.675833333,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,ESANCHEZ3,ESANCHEZ3,Salida de almacén,NPN1,NPNF,FA,99,0,0,0,0,,,,,0.138888889,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100729,AL100729,Salida de almacén,NPN1,NPNF,FA,18,662,0.10373718,103737.18,20.221,,,,,0.790555556,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100632,AL100632,Salida de almacén,NPN1,NPNF,FA,16,904,0.13111655,131116.55,21.242,,,,,0.495277778,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100771,AL100771,Salida de almacén,NPN1,NPNF,FA,28,1446,0.271852408,271852.408,43.743,,,,,1.015833333,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100697,AL100697,Salida de almacén,NPN1,NPNF,FA,7,732,0.10115724,101157.24,28.359,,,,,0.370555556,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100323,AL100323,Salida de almacén,NPN1,NPNF,FA,21,1052,0.137689258,137689.258,35.532,,,,,0.622777778,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100464,AL100464,Salida de almacén,NPN1,NPNF,FA,22,1093,0.214176317,214176.317,43.67,,,,,0.849166667,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,910094,AL910094,Salida de almacén,NPN1,NPNF,FA,22,1405,0.209346464,209346.464,39.65,,,,,0.864166667,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100655,AL100655,Salida de almacén,NPN1,NPNF,FA,18,745,0.118814651,118814.651,26.956,,,,,1.024444444,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100604,AL100604,Salida de almacén,NPN1,NPNF,FA,22,1205,0.289420521,289420.521,75.867,,,,,1.4025,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100677,AL100677,Salida de almacén,NPN1,NPNF,FA,23,1447,0.261407031,261407.031,47.538,,,,,0.960833333,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,912047,AL912047,Salida de almacén,NPN1,NPNF,FA,23,1514,0.238030695,238030.695,50.378,,,,,0.559166667,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100232,AL100232,Salida de almacén,NPN1,NPNF,FA,21,1140,0.212021587,212021.587,40.272,,,,,0.701388889,RRRPSalida de almacénNPN1FANPNF
07/08/2023,RRRP,100752,AL100752,Traspaso,,,,22,776,0.094017194,94017.194,17.317,,,,,0.0075,RRRPTraspaso
07/08/2023,RRRP,918411,AL918411,Traspaso,,,,37,1592,0.213685001,213685.001,39.052,,,,,0.008611111,RRRPTraspaso
07/08/2023,RRRP,898106,AL898106,Traspaso,,,,53,10220,6.447163722,6447163.722,490.268,,,,,0.000833333,RRRPTraspaso
07/08/2023,RRRP,100706,AL100706,Traspaso,,,,29,1430,0.213697694,213697.694,40.881,,,,,0.008055556,RRRPTraspaso
07/08/2023,RRRP,100673,AL100673,Traspaso,,,,37,8418,37.75716151,37757161.51,563.846,,,,,0.006111111,RRRPTraspaso
07/08/2023,RRRP,100490,AL100490,Traspaso,,,,29,1119,0.16741998,167419.98,32.032,,,,,0.007222222,RRRPTraspaso
07/08/2023,RRRP,100527,AL100527,Traspaso,,,,69,3869,3.20964917,3209649.17,533.14,,,,,0.013333333,RRRPTraspaso
07/08/2023,RRRP,907945,AL907945,Traspaso,,,,28,930,0.31601684,316016.84,110.167,,,,,0.000277778,RRRPTraspaso
07/08/2023,RRRP,100773,AL100773,Traspaso,,,,38,5201,3.933180458,3933180.458,1248.92,,,,,0.008611111,RRRPTraspaso
07/08/2023,RRRP,916738,AL916738,Traspaso,,,,26,1105,0.156201637,156201.637,32.369,,,,,0.005833333,RRRPTraspaso
07/08/2023,RRRP,100708,AL100708,Traspaso,,,,31,1464,0.219946578,219946.578,51.807,,,,,0.006944444,RRRPTraspaso
07/08/2023,RRRP,918414,AL918414,Traspaso,,,,132,2926,1.225849019,1225849.019,506.521,,,,,0.000833333,RRRPTraspaso
07/08/2023,RRRP,100445,AL100445,Traspaso,,,,98,2716,1.021803248,1021803.248,398.633,,,,,0.000277778,RRRPTraspaso
07/08/2023,RRRP,100028,AL100028,Traspaso,,,,91,5118,0.947754303,947754.303,250.021,,,,,0.023055556,RRRPTraspaso
07/08/2023,RRRP,918824,AL918824,Traspaso,,,,36,4012,2.112170197,2112170.197,1183.239,,,,,0.013888889,RRRPTraspaso
07/08/2023,RRRP,100640,AL100640,Traspaso,,,,45,9269,4.355848742,4355848.742,1342.427,,,,,0.01,RRRPTraspaso
07/08/2023,RRRP,100604,AL100604,Traspaso,,,,61,9629,4.006749756,4006749.756,1051.038,,,,,0.012777778,RRRPTraspaso
07/08/2023,RRRP,916486,AL916486,Traspaso,,,,74,8830,3.643558348,3643558.348,1155.781,,,,,0.017777778,RRRPTraspaso
07/08/2023,RRRP,100748,AL100748,Traspaso,,,,62,11797,8.406341884,8406341.884,2034.932,,,,,0.014166667,RRRPTraspaso
07/08/2023,RRRP,100680,AL100680,Traspaso,,,,54,5770,5.19304482,5193044.82,1062.066,,,,,0.010555556,RRRPTraspaso
07/08/2023,RRRP,100399,AL100399,Traspaso,,,,42,9496,2.93128254,2931282.54,803.926,,,,,0.010277778,RRRPTraspaso
07/08/2023,RRRP,910139,AL910139,Traspaso,,,,58,8488,5.843468397,5843468.397,1140.237,,,,,0.0125,RRRPTraspaso
07/08/2023,RRRP,100655,AL100655,Traspaso,,,,42,9542,4.50552439,4505524.39,1267.392,,,,,0.011111111,RRRPTraspaso
07/08/2023,RRRP,100778,AL100778,Traspaso,,,,36,3650,3.186047067,3186047.067,542.067,,,,,0.007222222,RRRPTraspaso
07/08/2023,RRRP,917403,AL917403,Traspaso,,,,55,7406,3.787063798,3787063.798,975.191,,,,,0.013055556,RRRPTraspaso
07/08/2023,RRRP,100713,AL100713,Traspaso,,,,66,8045,4.666498619,4666498.619,1525.939,,,,,0.015555556,RRRPTraspaso
07/08/2023,RRRP,100646,AL100646,Traspaso,,,,55,1507,1.481878701,1481878.701,570.094,,,,,0.014166667,RRRPTraspaso
07/08/2023,RRRP,100774,AL100774,Traspaso,,,,38,11132,4.438766403,4438766.403,1070.478,,,,,0.008611111,RRRPTraspaso
07/08/2023,RRRP,100718,AL100718,Traspaso,,,,124,2271,0.951580857,951580.857,434.875,,,,,0.001666667,RRRPTraspaso
07/08/2023,RRRP,100742,AL100742,Traspaso,,,,73,9197,369.3374779,369337477.9,1475.193,,,,,0.017222222,RRRPTraspaso
07/08/2023,RRRP,100751,AL100751,Traspaso,,,,55,8921,4.009009738,4009009.738,1455.919,,,,,0.011666667,RRRPTraspaso
07/08/2023,RRRP,917356,AL917356,Traspaso,,,,50,7927,6.470810167,6470810.167,803.58,,,,,0.012222222,RRRPTraspaso
07/08/2023,RRRP,100480,AL100480,Traspaso,,,,62,5797,2.237170764,2237170.764,588.52,,,,,0.014166667,RRRPTraspaso
07/08/2023,RRRP,100637,AL100637,Traspaso,,,,67,9112,5.313764984,5313764.984,2137.27,,,,,0.015,RRRPTraspaso
07/08/2023,RRRP,100709,AL100709,Traspaso,,,,29,7626,3.744203151,3744203.151,754.858,,,,,0.006944444,RRRPTraspaso
07/08/2023,RRRP,915812,AL915812,Traspaso,,,,40,7286,5.852340356,5852340.356,385.576,,,,,0.000277778,RRRPTraspaso
07/08/2023,RRRP,100042,AL100042,Traspaso,,,,46,17804,6.690293273,6690293.273,505.458,,,,,0.000555556,RRRPTraspaso
07/08/2023,RRRP,100584,AL100584,Traspaso,,,,33,604,0.141423396,141423.396,38.037,,,,,0.007222222,RRRPTraspaso
07/08/2023,RRRP,100196,AL100196,Traspaso,,,,112,10536,6.860175971,6860175.971,500.921,,,,,0.000277778,RRRPTraspaso
07/08/2023,RRRP,100232,AL100232,Traspaso,,,,72,8326,5.787865992,5787865.992,1755.441,,,,,0.015833333,RRRPTraspaso
07/08/2023,RRRP,100621,AL100621,Traspaso,,,,63,2470,0.569514739,569514.739,200.976,,,,,0.014722222,RRRPTraspaso
07/08/2023,RRRP,100714,AL100714,Traspaso,,,,93,2500,1.004573151,1004573.151,395.949,,,,,0.000555556,RRRPTraspaso
07/08/2023,RRRP,100692,AL100692,Traspaso,,,,31,7383,4.414084188,4414084.188,632.516,,,,,0.006388889,RRRPTraspaso
07/08/2023,RRRP,100577,AL100577,Traspaso,,,,47,9487,18.35627024,18356270.24,3353.127,,,,,0.008611111,RRRPTraspaso
07/08/2023,RRRP,100464,AL100464,Traspaso,,,,69,11081,38.09885577,38098855.77,1119.209,,,,,0.013333333,RRRPTraspaso
07/08/2023,RRRP,100075,AL100075,Traspaso,,,,96,16227,7.369417174,7369417.174,2319.396,,,,,0.023611111,RRRPTraspaso
07/08/2023,RRRP,100632,AL100632,Traspaso,,,,99,5979,3.258177292,3258177.292,752.271,,,,,0.021944444,RRRPTraspaso
07/08/2023,RRRP,912047,AL912047,Traspaso,,,,74,15427,5.904865168,5904865.168,2093.546,,,,,0.014722222,RRRPTraspaso
07/08/2023,RRRP,100669,AL100669,Traspaso,,,,53,9174,77.57530138,77575301.38,1119.331,,,,,0.011944444,RRRPTraspaso
07/08/2023,RRRP,100524,AL100524,Traspaso,,,,53,10746,5.330557125,5330557.125,18584.91,,,,,0.011666667,RRRPTraspaso
07/08/2023,RRRP,100741,AL100741,Traspaso,,,,78,9400,7.93491347,7934913.47,1498.007,,,,,0.014166667,RRRPTraspaso
07/08/2023,RRRP,100677,AL100677,Traspaso,,,,54,8144,5.267238226,5267238.226,1052.612,,,,,0.012777778,RRRPTraspaso
07/08/2023,RRRP,916940,AL916940,Traspaso,,,,40,5638,5.43692882,5436928.82,296.275,,,,,0.001666667,RRRPTraspaso
07/08/2023,RRRP,100560,AL100560,Traspaso,,,,30,2023,0.307882459,307882.459,50.595,,,,,0.0075,RRRPTraspaso
07/08/2023,RRRP,100770,AL100770,Traspaso,,,,52,6542,3.563141591,3563141.591,1018.839,,,,,0.011388889,RRRPTraspaso
07/08/2023,RRRP,100188,AL100188,Traspaso,,,,52,2381,0.43075088,430750.88,83.184,,,,,0.012777778,RRRPTraspaso
07/08/2023,RRRP,100528,AL100528,Traspaso,,,,70,18646,7.523721063,7523721.063,2181.473,,,,,0.014166667,RRRPTraspaso
07/08/2023,RRRP,910094,AL910094,Traspaso,,,,56,15962,4.824534051,4824534.051,1385.33,,,,,0.015555556,RRRPTraspaso
07/08/2023,RRRP,100323,AL100323,Traspaso,,,,85,16480,6.307813271,6307813.271,1920.373,,,,,0.02,RRRPTraspaso
07/08/2023,RRRP,100731,AL100731,Traspaso,,,,46,10403,4.700614299,4700614.299,1348.047,,,,,0.009722222,RRRPTraspaso
07/08/2023,RRRP,100686,AL100686,Traspaso,,,,46,8059,4.829834887,4829834.887,1588.749,,,,,0.010555556,RRRPTraspaso
07/08/2023,RRRP,100705,AL100705,Traspaso,,,,46,13264,3.869914108,3869914.108,600.201,,,,,0.010833333,RRRPTraspaso
07/08/2023,RRRP,100769,AL100769,Traspaso,,,,13,4894,4.250162734,4250162.734,694.194,,,,,0.001944444,RRRPTraspaso
07/08/2023,RRRP,100582,AL100582,Traspaso,,,,48,6874,4.528703556,4528703.556,1448.231,,,,,0.011666667,RRRPTraspaso
07/08/2023,RRRP,100717,AL100717,Traspaso,,,,51,17598,2.260946229,2260946.229,1378.786,,,,,0.012222222,RRRPTraspaso
07/08/2023,RRRP,788760,AL788760,Traspaso,,,,42,1740,0.431849041,431849.041,108.976,,,,,0.009166667,RRRPTraspaso
07/08/2023,RRRP,145250,AL145250,Traspaso,,,,37,6062,4.990775767,4990775.767,402.586,,,,,0.000277778,RRRPTraspaso
07/08/2023,RRRP,100756,AL100756,Traspaso,,,,49,8151,7.441626869,7441626.869,1622.883,,,,,0.009722222,RRRPTraspaso
07/08/2023,RRRP,100557,AL100557,Traspaso,,,,51,1183,0.47981813,479818.13,195.515,,,,,0.000555556,RRRPTraspaso
07/08/2023,RRRP,100690,AL100690,Traspaso,,,,28,1006,0.139810057,139810.057,40.772,,,,,0.008333333,RRRPTraspaso
07/08/2023,RRRP,100130,AL100130,Traspaso,,,,30,7293,3.247764278,3247764.278,662.991,,,,,0.006388889,RRRPTraspaso
07/08/2023,RRRP,100505,AL100505,Traspaso,,,,27,2754,0.67115871,671158.71,187.078,,,,,0.006388889,RRRPTraspaso
07/08/2023,RRRP,100510,AL100510,Traspaso,,,,8,1306,1.03870318,1038703.18,310.738,,,,,0.002222222,RRRPTraspaso
07/08/2023,RRRP,100590,AL100590,Traspaso,,,,22,5911,1.453632363,1453632.363,331.032,,,,,0.005,RRRPTraspaso
07/08/2023,RRRP,100689,AL100689,Traspaso,,,,11,1692,0.936305834,936305.834,338.022,,,,,0.0025,RRRPTraspaso
07/08/2023,RRRP,100691,AL100691,Traspaso,,,,28,3044,1.160295405,1160295.405,331.99,,,,,0.007777778,RRRPTraspaso
07/08/2023,RRRP,100249,AL100249,Traspaso,,,,7,1088,0.623983904,623983.904,202.907,,,,,0.001388889,RRRPTraspaso
07/08/2023,RRRP,918777,AL918777,Traspaso,,,,26,2520,0.883800499,883800.499,186.734,,,,,0.0075,RRRPTraspaso
07/08/2023,RRRP,100511,AL100511,Traspaso,,,,10,219,0.12047691,120476.91,9.508,,,,,0.003055556,RRRPTraspaso
07/08/2023,RRRP,100443,AL100443,Traspaso,,,,8,1980,1.030182452,1030182.452,294.711,,,,,0.005555556,RRRPTraspaso
07/08/2023,RRRP,100493,AL100493,Traspaso,,,,19,2655,1.083081627,1083081.627,267.697,,,,,0.004722222,RRRPTraspaso
07/08/2023,RRRP,100699,AL100699,Traspaso,,,,27,2418,1.169584897,1169584.897,638.57,,,,,0.006111111,RRRPTraspaso
07/08/2023,RRRP,VCAMPOS1,VCAMPOS1,Traspaso,,,,13,111,0.0852231,85223.1,18.754,,,,,0.002777778,RRRPTraspaso
07/08/2023,RRRP,100771,AL100771,Traspaso,,,,40,2840,0.7281892,728189.2,111.062,,,,,0.012222222,RRRPTraspaso
