Fecha,Unidad de negocio,No. Empleado,No. usuario,Proceso,Tipo de almacén,Area,Ubic.procedencia,Renglones,Piezas,Volumen m3,Volumen cm3,Peso,Codigos,Cajas,Tarimas,Folios,Tiempo,ID,Renglones por hora,Piezas por hora,Volumen m3 por hora,Codigos por hora,Cajas por hora,Tarimas por hora,Folios por hora,Peso por hora,Renglones Obtenido,Pieza Obtenido,Volumen m3 Obtenido,Codigos Obtenido,Cajas Obtenido,Tarimas Otenido,Folios Obtenido,RPV,Ponderacion,Ponderacion Valor,Evaluacion de desempeño
04/08/2023,RRRP,100188,AL100188,Salida de almacén,NC00,NCFB,NC,13,508,0.118998312,118998.312,26.784,,,,,0.335277778,RRRPSalida de almacénNC00NCNCFB,38.77381939,1515.161558,0.354924543,0,0,0,0,79.88599834,181.4975705,84.85283953,33.91514502,0,0,0,0,300.265555,78.61616593,100,Productivo
04/08/2023,RRRP,100188,AL100188,Salida de almacén,NPN1,NPNF,FA,45,3488,0.585381381,585381.381,115.992,,,,,0.945277778,RRRPSalida de almacénNPN1FANPNF,47.60505436,3689.920658,0.619269166,0,0,0,0,122.7067881,176.0946224,270.8528209,294.6923987,0,0,0,0,360,265.7440347,100,Productivo
05/08/2023,RRRP,100188,AL100188,Salida de almacén,NPN1,NPNF,FA,43,2495,0.367959088,367959.088,106.863,,,,,0.830277778,RRRPSalida de almacénNPN1FANPNF,51.78989629,3005.018401,0.443175884,0,0,0,0,128.7075276,191.5746627,220.5786482,210.8946666,0,0,0,0,360,360,100,Productivo
07/08/2023,RRRP,100188,AL100188,Salida de almacén,NC00,NCFB,NC,1,17,0.00238,2380,0.544,,,,,0.030555556,RRRPSalida de almacénNC00NCNCFB,32.72727273,556.3636364,0.077890909,0,0,0,0,17.80363636,153.1941032,31.15775616,7.442938313,0,0,0,0,191.7947977,6.003821213,100,Improductivo
07/08/2023,RRRP,100188,AL100188,Salida de almacén,NPN1,NPNF,FA,51,2364,0.42837088,428370.88,82.64,,,,,0.945555556,RRRPSalida de almacénNPN1FANPNF,53.93654524,2500.117509,0.453036183,0,0,0,0,87.39835488,199.5152761,183.5171925,215.5868997,0,0,0,0,360,348.7307911,100,Productivo
08/08/2023,RRRP,100188,AL100188,Salida de almacén,NPN1,NPNF,FA,39,2921,0.486773494,486773.494,182.929,,,,,0.884444444,RRRPSalida de almacénNPN1FANPNF,44.09547739,3302.638191,0.550372041,0,0,0,0,206.8292714,163.1124372,242.4249607,261.906237,0,0,0,0,360,360,100,Productivo
09/08/2023,RRRP,100188,AL100188,Salida de almacén,NPN1,NPNF,FA,34,1649,0.228873572,228873.572,57.33,,,,,0.608333333,RRRPSalida de almacénNPN1FANPNF,55.89041096,2710.684932,0.376230529,0,0,0,0,94.24109589,206.7427702,198.9735629,179.0372963,0,0,0,0,360,360,100,Productivo
10/08/2023,RRRP,100188,AL100188,Salida de almacén,NPN1,NPNF,FA,21,2158,0.362816836,362816.836,68.456,,,,,0.379166667,RRRPSalida de almacénNPN1FANPNF,55.38461538,5691.428571,0.956879567,0,0,0,0,180.5432967,204.8717949,300,455.3514861,0,0,0,0,360,360,100,Productivo
11/08/2023,RRRP,100188,AL100188,Salida de almacén,NPN1,NPNF,FA,38,2641,0.57341342,573413.42,145.952,,,,,0.461944444,RRRPSalida de almacénNPN1FANPNF,82.26097414,5717.137703,1.241303856,0,0,0,0,315.9514131,300,300,590.7008308,0,0,0,0,360,360,100,Productivo
14/08/2023,RRRP,100188,AL100188,Salida de almacén,NPN1,NPNF,FA,22,1596,0.191764798,191764.798,37.608,,,,,0.429444444,RRRPSalida de almacénNPN1FANPNF,51.22897801,3716.429495,0.446541574,0,0,0,0,87.57360931,189.4997844,272.7986604,212.4963016,0,0,0,0,360,360,100,Productivo
15/08/2023,RRRP,100188,AL100188,Salida de almacén,NPN1,NPNF,FA,22,1142,0.237286277,237286.277,46.595,,,,,0.476944444,RRRPSalida de almacénNPN1FANPNF,46.12696564,2394.408853,0.497513452,0,0,0,0,97.69481654,170.6270627,175.7578149,236.7523537,0,0,0,0,360,360,100,Productivo
17/08/2023,RRRP,100188,AL100188,Salida de almacén,NPN1,NPNF,FA,12,574,0.09938618,99386.18,21.267,,,,,0.335555556,RRRPSalida de almacénNPN1FANPNF,35.7615894,1710.596026,0.29618398,0,0,0,0,63.37847682,132.2847682,125.5636102,140.945444,0,0,0,0,360,360,100,Productivo
18/08/2023,RRRP,100188,AL100188,Salida de almacén,NPN1,NPNF,FA,17,1218,0.14116603,141166.03,27.862,,,,,0.444722222,RRRPSalida de almacénNPN1FANPNF,38.22610868,2738.788257,0.317425177,0,0,0,0,62.65034354,141.4012076,201.0364433,151.0535191,0,0,0,0,360,360,100,Productivo
19/08/2023,RRRP,100188,AL100188,Salida de almacén,NC01,NCNB,FC,13,2727,0.355992855,355992.855,17134.284,,,,,0.144444444,RRRPSalida de almacénNC01FCNCNB,90,18879.23077,2.464565919,0,0,0,0,118621.9662,300,300,399.786651,0,0,0,0,360,91.22807018,100,Productivo
19/08/2023,RRRP,100188,AL100188,Salida de almacén,NPN1,NPNF,FA,19,1413,0.165105346,165105.346,31.878,,,,,0.425555556,RRRPSalida de almacénNPN1FANPNF,44.64751958,3320.365535,0.387976009,0,0,0,0,74.90913838,165.1544822,243.7262085,184.6266325,0,0,0,0,360,268.7719298,100,Productivo
21/08/2023,RRRP,100188,AL100188,Salida de almacén,NC00,NCFB,NC,22,1892,1.026474147,1026474.147,250.972,,,,,0.396111111,RRRPSalida de almacénNC00NCNCFB,55.53997195,4776.437588,2.591379333,0,0,0,0,633.5899018,259.9787726,267.4924599,247.621664,0,0,0,0,360,180.5063291,100,Productivo
21/08/2023,RRRP,100188,AL100188,Salida de almacén,NCL0,NCL0,BR,2,456,0.706858,706858,64.864,,,,,0.393888889,RRRPSalida de almacénNCL0BRNCL0,5.077574048,1157.686883,1.794561918,0,0,0,0,164.6758815,108.757533,100,37.08694417,0,0,0,0,245.8444772,122.5764658,100,Improductivo
18/08/2023,RRRP,100189,AL100189,Salida de almacén,NC01,NCNB,FC,15,2412,0.585586267,585586.267,159.67,,,,,0.674444444,RRRPSalida de almacénNC01FCNCNB,22.24052718,3576.276771,0.868249819,0,0,0,0,236.7429984,108.1136738,124.0293226,140.8421194,0,0,0,0,360,360,100,Productivo
19/08/2023,RRRP,100189,AL100189,Salida de almacén,NC00,NCFA,NC,6,1213,1.006733015,1006733.015,402.699,,,,,0.861388889,RRRPSalida de almacénNC00NCNCFA,6.965495002,1408.190906,1.168732297,0,0,0,0,467.4996453,62.60653245,65.38786662,80.93755379,0,0,0,0,208.9319529,45.52722829,100,Improductivo
19/08/2023,RRRP,100189,AL100189,Salida de almacén,NCL0,NCL0,BR,1,468,4.320105192,4320105.192,391.716,,,,,0.492777778,RRRPSalida de almacénNCL0BRNCL0,2.029312289,949.7181511,8.766842554,0,0,0,0,794.9140924,43.46622937,82.03583932,181.1781455,0,0,0,0,306.6802142,38.22996978,100,Productivo
19/08/2023,RRRP,100189,AL100189,Salida de almacén,NPN0,NPNR,NA,13,441,0.116147365,116147.365,26.425,,,,,0.518055556,RRRPSalida de almacénNPN0NANPNR,25.09383378,851.2600536,0.224198667,0,0,0,0,51.0080429,117.4918082,127.8845962,88.30150151,0,0,0,0,333.6779059,43.7291332,100,Productivo
21/08/2023,RRRP,100189,AL100189,Salida de almacén,NC00,NCFA,NC,5,1048,0.64195362,641953.62,237.131,,,,,0.509722222,RRRPSalida de almacénNC00NCNCFA,9.809264305,2056.021798,1.259418546,0,0,0,0,465.2161308,88.16660179,95.4692141,87.21779706,0,0,0,0,270.8536129,57.01036703,100,Productivo
01/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCR,CA,16,4886,1.850644266,1850644.266,190.085,,,,,2.189444444,RRRPEntrada en stockCANPCR,7.307789901,2231.616341,0.845257467,0,0,0,0,86.81882771,39.48719808,16.53130078,20.20137395,0,0,0,0,76.21987281,38.64683419,100,Improductivo
01/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,55,17344,14.71453032,14714530.32,461.588,,,,,2.128611111,RRRPEntrada en stockCPNPCJ,25.83844447,8148.036017,6.912737722,0,0,0,0,216.8493801,145.2568108,109.9475129,102.9082797,0,0,0,0,358.1126034,176.533733,100,Productivo
02/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,43,27167,25.8331143,25833114.3,1064.517,,,,,0.780277778,RRRPEntrada en stockCPNPCJ,55.10857957,34817.08793,33.10758686,0,0,0,0,1364.27953,300,300,492.8647587,0,0,0,0,360,360,100,Productivo
04/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,44,26097,22.26195571,22261955.71,1120.934,,,,,3.721111111,RRRPEntrada en stockCPNPCJ,11.8244252,7013.227829,5.982609776,0,0,0,0,301.2363691,66.47374985,94.6347016,89.06168655,0,0,0,0,250.170138,250.170138,100,Improductivo
05/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPN0,NA,10,3800,2.660198676,2660198.676,523.72,,,,,0.268611111,RRRPEntrada en stockNANPN0,37.22854188,14146.84592,9.903531782,0,0,0,0,1949.733195,266.5659057,300,901.6883343,0,0,0,0,360,144.3882207,100,Productivo
05/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,7,18933,9.73108068,9731080.68,745.866,,,,,0.136111111,RRRPEntrada en stockCPNPCJ,51.42857143,139099.5918,71.49365398,0,0,0,0,5479.831837,289.1176471,300,1064.308995,0,0,0,0,360,73.16466197,100,Productivo
05/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPN1,FA,6,1740,0.33564139,335641.39,74.333,,,,,0.129722222,RRRPEntrada en stockFANPN1,46.25267666,13413.27623,2.587385448,0,0,0,0,573.0167024,265.9528908,300,210.6603967,0,0,0,0,360,69.73040232,100,Productivo
05/08/2023,RRRP,100189,AL100189,Entrada en stock,,NCFB,NC,6,2148,0.637845168,637845.168,499.104,,,,,0.118611111,RRRPEntrada en stockNCNCFB,50.58548009,18109.60187,5.377617341,0,0,0,0,4207.902576,300,300,257.3556067,0,0,0,0,360,63.75777686,100,Productivo
05/08/2023,RRRP,100189,AL100189,Entrada en stock,,NCFA,NC,1,540,0.33790986,337909.86,156.06,,,,,0.016666667,RRRPEntrada en stockNCNCFA,60,32400,20.2745916,0,0,0,0,9363.6,300,300,169.2388721,0,0,0,0,360,8.9589382,100,Productivo
07/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,43,24148,10.01433572,10014335.72,1623.621,,,,,5.595833333,RRRPEntrada en stockCPNPCJ,7.684288905,4315.353686,1.789605788,0,0,0,0,290.1482055,43.19901304,58.23027831,26.64143504,0,0,0,0,128.0707264,128.0707264,100,Improductivo
08/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,48,22715,23.59665195,23596651.95,597.298,,,,,4.400555556,RRRPEntrada en stockCPNPCJ,10.90771367,5161.848251,5.362198397,0,0,0,0,135.7324075,61.32024328,69.65265936,79.82577014,0,0,0,0,210.7986728,210.7986728,100,Improductivo
09/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCR,CA,18,7377,5.53957509,5539575.09,247.515,,,,,0.136944444,RRRPEntrada en stockCANPCR,131.4401623,53868.55984,40.45125826,0,0,0,0,1807.411765,300,300,966.7716957,0,0,0,0,360,24.10757946,100,Productivo
09/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,31,7258,13.70710213,13707102.13,721.122,,,,,1.908055556,RRRPEntrada en stockCPNPCJ,16.24690639,3803.872471,7.183806618,0,0,0,0,377.9355365,91.33575398,51.32848168,106.9436178,0,0,0,0,249.6078535,232.8927391,100,Improductivo
10/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,41,29279,20.67517967,20675179.67,1679.408,,,,,3.950833333,RRRPEntrada en stockCPNPCJ,10.37755748,7410.841595,5.233118667,0,0,0,0,425.0769036,58.33984722,100,77.90419096,0,0,0,0,236.2440382,236.2440382,100,Improductivo
11/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,69,32145,34.84704724,34847047.24,1430.5,,,,,2.0825,RRRPEntrada en stockCPNPCJ,33.1332533,15435.77431,16.73327598,0,0,0,0,686.9147659,186.2662712,208.2863884,249.1042933,0,0,0,0,360,360,100,Productivo
14/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,43,18218,14.81665151,14816651.51,566.224,,,,,8.656388889,RRRPEntrada en stockCPNPCJ,4.967429323,2104.57273,1.71164347,0,0,0,0,65.41110933,27.92555651,28.39856585,25.48082858,0,0,0,0,81.80495095,81.41567726,100,Improductivo
14/08/2023,RRRP,100189,AL100189,Entrada en stock,,NCJ0,CR,2,440,0.0620988,62098.8,4.67,,,,,0.041388889,RRRPEntrada en stockCRNCJ0,48.32214765,10630.87248,1.500373691,0,0,0,0,112.8322148,232.6621924,100,35.16669825,0,0,0,0,360,1.713081247,100,Productivo
15/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCR,CA,5,1128,0.317298672,317298.672,82.248,,,,,0.075833333,RRRPEntrada en stockCANPCR,65.93406593,14874.72527,4.184158312,0,0,0,0,1084.589011,300,110.188545,100,0,0,0,0,360,39.18660287,100,Productivo
15/08/2023,RRRP,100189,AL100189,Entrada en stock,,NCL0,BR,3,975,10.11901008,10119010.08,705.51,,,,,0.150277778,RRRPEntrada en stockBRNCL0,19.96303142,6487.985213,67.33537207,0,0,0,0,4694.7061,190.7578558,120.6587071,253.343921,0,0,0,0,360,77.65550239,100,Productivo
15/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPN0,NA,4,3592,0.6598416,659841.6,262.904,,,,,0.084722222,RRRPEntrada en stockNANPN0,47.21311475,42397.37705,7.788294295,0,0,0,0,3103.12918,300,300,709.1019915,0,0,0,0,360,43.77990431,100,Productivo
15/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,29,18736,14.07366593,14073665.93,596.94,,,,,0.385833333,RRRPEntrada en stockCPNPCJ,75.16198704,48559.82721,36.47602402,0,0,0,0,1547.144708,300,300,543.0098802,0,0,0,0,360,199.3779904,100,Productivo
16/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,38,22186,12.33717977,12337179.77,1062.419,,,,,4.743055556,RRRPEntrada en stockCPNPCJ,8.011713031,4677.575403,2.601103788,0,0,0,0,223.9946354,45.03970373,63.11800546,38.72201246,0,0,0,0,146.8797217,146.8797217,100,Improductivo
17/08/2023,RRRP,100189,AL100189,Entrada en stock,,NCJ0,CR,4,5340,1.646693136,1646693.136,72.576,,,,,0.064166667,RRRPEntrada en stockCRNCJ0,62.33766234,83220.77922,25.66275017,0,0,0,0,1131.054545,300,300,601.499611,0,0,0,0,360,3.46832381,100,Productivo
17/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,37,64966,22.76825354,22768253.54,2595.251,,,,,6.596111111,RRRPEntrada en stockCPNPCJ,5.609365788,9849.136697,3.451769256,0,0,0,0,393.4516803,31.5343513,132.9017301,51.38566663,0,0,0,0,215.8217481,213.7424711,100,Improductivo
19/08/2023,RRRP,100189,AL100189,Entrada en stock,,NCJ0,CR,2,480,0.0042048,4204.8,5.76,,,,,0.048055556,RRRPEntrada en stockCRNCJ0,41.61849711,9988.439306,0.087498728,0,0,0,0,119.8612717,200.3853565,93.95691014,2.050849994,0,0,0,0,296.3931166,3.603120594,100,Productivo
19/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,50,7482,9.843236421,9843236.421,690.925,,,,,2.032777778,RRRPEntrada en stockCPNPCJ,24.59688439,3680.677781,4.842258966,0,0,0,0,339.892047,138.2770927,49.66612407,72.0855557,0,0,0,0,260.0287725,133.7144654,100,Productivo
21/08/2023,RRRP,100189,AL100189,Entrada en stock,,NCJ0,CR,21,18680,7.066551597,7066551.597,454.877,,,,,1.713611111,RRRPEntrada en stockCRNCJ0,12.2548225,10900.95639,4.123777881,0,0,0,0,265.4493759,59.00470092,102.540562,96.65568868,0,0,0,0,258.2009517,182.7072345,100,Productivo
21/08/2023,RRRP,100189,AL100189,Entrada en stock,,NPCJ,CP,16,6810,1.155017944,1155017.944,414.39,,,,,0.198333333,RRRPEntrada en stockCPNPCJ,80.67226891,34336.13445,5.823619886,0,0,0,0,2089.361345,300,300,86.69484193,0,0,0,0,360,29.48382657,100,Productivo
01/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,7,1080,0.418065563,418065.563,59.561,,,,,0.281111111,RRRPSalida de almacénNCJ0CRNCCM,24.90118577,3841.897233,1.48718975,0,0,0,0,211.8770751,152.7453171,134.9358107,127.6518681,0,0,0,0,360,27.24498953,100,Productivo
01/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,106,2676,1.019881896,1019881.896,200.868,,,,,3.303888889,RRRPSalida de almacénNPCJCPNPCM,32.0834034,809.954599,0.308691342,0,0,0,0,60.79744409,147.5836556,81.95969156,141.2050785,0,0,0,0,360,320.2093928,100,Productivo
01/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCR,NPCR,CA,62,5023,0.968754799,968754.799,236.034,,,,,0.129444444,RRRPSalida de almacénNPCRCANPCR,478.9699571,38804.29185,7.483942653,0,0,0,0,1823.438627,108.4846484,228.7557291,251.3707762,0,0,0,0,360,12.54561771,100,Productivo
02/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,21,1145,0.144679947,144679.947,35.349,,,,,1.715833333,RRRPSalida de almacénNCJ0CRNCCM,12.23895095,667.3142302,0.084320513,0,0,0,0,20.60165129,75.07443461,23.4375313,7.237590906,0,0,0,0,105.7495568,38.40633893,100,Improductivo
02/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,71,2321,0.576471917,576471.917,108.026,,,,,3.008611111,RRRPSalida de almacénNPCJCPNPCM,23.598929,771.4523128,0.191607322,0,0,0,0,35.90560428,108.5550734,78.06362689,87.64718406,0,0,0,0,274.2658843,174.6574432,100,Productivo
03/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,38,9811,9.865927068,9865927.068,469.051,,,,,1.418055556,RRRPSalida de almacénNCJ0CRNCCM,26.79725759,6918.628795,6.957362869,0,0,0,0,330.7705387,164.3759315,242.9973341,597.1802637,0,0,0,0,360,177.103209,100,Productivo
03/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,53,4521,0.910686451,910686.451,216.644,,,,,1.424722222,RRRPSalida de almacénNPCJCPNPCM,37.20023396,3173.250146,0.639202812,0,0,0,0,152.0605186,171.1210762,300,292.391366,0,0,0,0,360,177.9358196,100,Productivo
03/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCR,NPCR,CA,24,2553,0.330456242,330456.242,97.083,,,,,0.039722222,RRRPSalida de almacénNPCRCANPCR,604.1958042,64271.32867,8.31917812,0,0,0,0,2444.047552,136.8477676,300,279.4246774,0,0,0,0,360,4.960971379,100,Productivo
04/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,26,5612,6.983071012,6983071.012,129.094,,,,,1.819722222,RRRPSalida de almacénNCJ0CRNCCM,14.28789498,3083.987178,3.837437894,0,0,0,0,70.9415967,87.64277608,108.3163564,329.3837359,0,0,0,0,360,217.8623557,100,Productivo
04/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,52,3701,0.752937755,752937.755,163.663,,,,,1.187222222,RRRPSalida de almacénNPCJCPNPCM,43.79971923,3117.360786,0.634201197,0,0,0,0,137.8537202,201.4787085,300,290.103471,0,0,0,0,360,142.1376443,100,Productivo
05/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,17,7252,2.668040669,2668040.669,375.835,,,,,0.993333333,RRRPSalida de almacénNCJ0CRNCCM,17.11409396,7300.671141,2.685946982,0,0,0,0,378.3573826,104.9788445,256.4154946,230.5463374,0,0,0,0,360,286.2708472,100,Productivo
05/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,75,9815,1.7742226,1774222.6,204.318,,,,,0.255833333,RRRPSalida de almacénNPCJCPNPCM,293.1596091,38364.82085,6.935072052,0,0,0,0,798.6371336,300,300,3172.318945,0,0,0,0,360,73.72915277,100,Productivo
07/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,22,5337,5.187237851,5187237.851,203.032,,,,,1.302222222,RRRPSalida de almacénNCJ0CRNCCM,16.89419795,4098.37884,3.983373776,0,0,0,0,155.9119454,103.6299896,143.9440042,341.9100379,0,0,0,0,360,211.2769154,100,Productivo
07/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,90,5199,1.67293812,1672938.12,297.889,,,,,0.916666667,RRRPSalida de almacénNPCJCPNPCM,98.18181818,5671.636364,1.825023404,0,0,0,0,324.9698182,300,300,834.8228072,0,0,0,0,360,148.7230846,100,Productivo
08/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,22,4587,0.847706488,847706.488,211.261,,,,,1.373888889,RRRPSalida de almacénNCJ0CRNCCM,16.01293975,3338.697938,0.617012405,0,0,0,0,153.7686211,98.22430071,117.2623539,52.96081833,0,0,0,0,268.4474729,114.2929501,100,Productivo
08/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,80,4300,1.00816289,1008162.89,178.627,,,,,1.853055556,RRRPSalida de almacénNPCJCPNPCM,43.17193824,2320.49168,0.544054325,0,0,0,0,96.39592265,198.5909159,234.8116581,248.8674711,0,0,0,0,360,206.7280709,100,Productivo
09/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,33,9689,5.10829298,5108292.98,421.278,,,,,1.8925,RRRPSalida de almacénNCJ0CRNCCM,17.43725231,5119.682959,2.699230108,0,0,0,0,222.603963,106.9611165,179.8144325,231.686485,0,0,0,0,360,130.3369115,100,Productivo
09/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,69,2536,0.671933012,671933.012,122.895,,,,,3.334722222,RRRPSalida de almacénNPCJCPNPCM,20.69137859,760.483132,0.201495947,0,0,0,0,36.85314452,95.18034152,76.95365026,92.17055066,0,0,0,0,264.3045424,168.613882,100,Productivo
10/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,27,4160,1.631513214,1631513.214,140.128,,,,,1.156944444,RRRPSalida de almacénNCJ0CRNCCM,23.33733493,3595.678271,1.410191493,0,0,0,0,121.1190396,143.1525654,126.2880637,121.0427778,0,0,0,0,360,71.13915643,100,Productivo
10/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,127,4257,1.014913547,1014913.547,327.726,,,,,4.660833333,RRRPSalida de almacénNPCJCPNPCM,27.24834615,913.3559807,0.217753666,0,0,0,0,70.31489362,125.3423923,92.42292662,99.60734023,0,0,0,0,317.3726591,252.6543553,100,Productivo
10/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCR,NPCR,CA,18,931,0.108972887,108972.887,29.938,,,,,0.036944444,RRRPSalida de almacénNPCRCANPCR,487.2180451,25200,2.949642054,0,0,0,0,810.3518797,110.3528051,148.5568761,99.07262081,0,0,0,0,357.982302,2.258938471,100,Productivo
11/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,32,5127,2.588556537,2588556.537,329.759,,,,,2.861388889,RRRPSalida de almacénNCJ0CRNCCM,11.18338025,1791.787205,0.904650377,0,0,0,0,115.244384,68.59950279,62.93147487,77.65001781,0,0,0,0,209.1809955,91.85665591,100,Improductivo
11/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,119,5543,1.490973779,1490973.779,293.67,,,,,3.654722222,RRRPSalida de almacénNPCJCPNPCM,32.56061412,1516.667933,0.407958167,0,0,0,0,80.35357604,149.778825,153.4723504,186.6128301,0,0,0,0,360,201.9149118,100,Productivo
12/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,53,10415,15.65239293,15652392.93,606.415,,,,,2.349444444,RRRPSalida de almacénNCJ0CRNCCM,22.55852447,4432.962875,6.662167716,0,0,0,0,258.1099551,138.3752969,155.6953253,571.842399,0,0,0,0,360,131.3977474,100,Productivo
12/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,63,2394,0.692444125,692444.125,190.239,,,,,4.0875,RRRPSalida de almacénNPCJCPNPCM,15.41284404,585.6880734,0.169405291,0,0,0,0,46.54165138,70.89908257,59.26605505,77.49128033,0,0,0,0,207.6564179,131.8631248,100,Improductivo
15/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,30,7156,1.375260812,1375260.812,271.148,,,,,1.108333333,RRRPSalida de almacénNCJ0CRNCCM,27.06766917,6456.541353,1.240836823,0,0,0,0,244.644812,166.0346518,226.7678153,106.5063408,0,0,0,0,360,74.8125,100,Productivo
15/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,149,16192,2.096469257,2096469.257,390.563,,,,,4.190555556,RRRPSalida de almacénNPCJCPNPCM,35.55614477,3863.92682,0.500284325,0,0,0,0,93.20076892,163.5582659,300,228.8457034,0,0,0,0,360,282.8625,100,Productivo
15/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCR,NPCR,CA,19,1192,0.198704446,198704.446,78.641,,,,,0.034444444,RRRPSalida de almacénNPCRCANPCR,551.6129032,34606.45161,5.768838755,0,0,0,0,2283.125806,124.9379653,204.0089819,193.7638412,0,0,0,0,360,2.325,100,Productivo
16/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,43,7901,1.771065866,1771065.866,252.445,,,,,1.614166667,RRRPSalida de almacénNCJ0CRNCCM,26.63913268,4894.785751,1.097201363,0,0,0,0,156.3933918,163.4059842,171.915552,94.17749388,0,0,0,0,360,176.939863,100,Productivo
16/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,103,3933,2.430253982,2430253.982,127.808,,,,,1.67,RRRPSalida de almacénNPCJCPNPCM,61.67664671,2355.08982,1.455241905,0,0,0,0,76.53173653,283.7125749,238.3126604,665.67318,0,0,0,0,360,183.060137,100,Productivo
17/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,70,10119,5.481605052,5481605.052,557.305,,,,,3.3475,RRRPSalida de almacénNCJ0CRNCCM,20.91112771,3022.852875,1.637522047,0,0,0,0,166.4839432,128.2700696,106.1691864,140.5555332,0,0,0,0,360,182.8063374,100,Productivo
17/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,54,1964,0.526292761,526292.761,92.868,,,,,3.244722222,RRRPSalida de almacénNPCJCPNPCM,16.64241075,605.2906429,0.162199635,0,0,0,0,28.62124818,76.55508946,61.24964839,74.19518817,0,0,0,0,211.999926,104.3473427,100,Improductivo
18/08/2023,RRRP,100196,AL100196,Salida de almacén,NCJ0,NCCM,CR,34,13818,3.2842245,3284224.5,339.357,,,,,2.099722222,RRRPSalida de almacénNCJ0CRNCCM,16.19261807,6580.870486,1.564123323,0,0,0,0,161.6199497,99.32645795,231.1345256,134.2554063,0,0,0,0,360,182.9651046,100,Productivo
18/08/2023,RRRP,100196,AL100196,Salida de almacén,NPCJ,NPCM,CP,120,4893,2.169531247,2169531.247,321.1,,,,,2.031666667,RRRPSalida de almacénNPCJCPNPCM,59.06480722,2408.367514,1.067857874,0,0,0,0,158.04758,271.6981132,243.7038556,488.4716032,0,0,0,0,360,177.0348954,100,Productivo
